category,pub_name,pub_link,author,launch_date,num_subs,sub_rate,top_paid
Culture,And Now — The News from Eldaville,https://eldaville.substack.com/?utm_source=discover,Jeff Tavares,9 months ago,,,False
Culture,Mala,https://malanewsletter.substack.com/?utm_source=discover,Rodrigo James,a month ago,,,False
Culture,That Thing They Did,https://willharris.substack.com/?utm_source=discover,Will Harris,6 months ago,,,False
Culture,Verve Letter,https://verveletter.substack.com/?utm_source=discover,Anna Scholz,2 years ago,,,False
Culture,Color Field,https://gregorythomasstock.substack.com/?utm_source=discover,Gregory Thomas Stock,4 months ago,,,False
Culture,The 4%,https://womenssportsontv.substack.com/?utm_source=discover,Sofia Surace,3 months ago,,,False
Culture,Solidaritas,https://solidaritas.substack.com/?utm_source=discover,Kate Walton,a year ago,,,False
Culture,The Kollection,https://thekollection.substack.com/?utm_source=discover,,a month ago,,,False
Culture,"Thirty, Flirty + Film",https://30flirtyfilm.substack.com/?utm_source=discover,,4 months ago,,,False
Culture,The Mercury Papers: Astrology for Liminal Times,https://stephaniewarner.substack.com/?utm_source=discover,Stephanie Warner,5 months ago,,,False
Culture,The 5 best things I read on the Internet this week,https://aishwaryanagarajan.substack.com/?utm_source=discover,Aishwarya Nagarajan,9 months ago,,,False
Culture,The DM,https://thedm.substack.com/?utm_source=discover,,6 months ago,,,False
Culture,Weekly5,https://theweekly5.substack.com/?utm_source=discover,Janosch Troehler,3 months ago,,,False
Culture,full of krapp,https://fullofkrapp.substack.com/?utm_source=discover,Kevin Rapp,a year ago,,,False
Culture,The Femsplainers Newsletter,https://femsplainers.substack.com/?utm_source=discover,Danielle Crittenden,4 months ago,,,False
Culture,Internetly,https://alicelemee.substack.com/?utm_source=discover,Alice Lemee,7 months ago,,,False
Culture,What's Up Newp Newsletter,https://whatsupnewp.substack.com/?utm_source=discover,Ryan Belmore,4 months ago,,,False
Culture,niͥghͪᴛⷮliͥfeͤ,https://nightlife.substack.com/?utm_source=discover,,a year ago,,,False
Culture,7 Bridges,https://7bridges.substack.com/?utm_source=discover,Michael Sla,a year ago,,,False
Culture,Low Lift Ask,https://www.fart.gold/?utm_source=discover,,a year ago,,,False
Culture,The Roaring 2020s,https://dbeard.substack.com/?utm_source=discover,David Beard,6 months ago,,,False
Culture,cailloux*,https://cailloux.substack.com/?utm_source=discover,Alexia,a year ago,,,False
Culture,Thomas Flight - Field Notes,https://thomasflight.substack.com/?utm_source=discover,Thomas Flight 🐦,8 months ago,,,False
Culture,First Draft,https://thedraft.substack.com/?utm_source=discover,Alex,a year ago,,,False
Culture,Shuffle Sundays,https://shufflesundays.substack.com/?utm_source=discover,Leo Mascaro,4 months ago,,,False
Culture,Contextual Insurgent Project,https://contextualinsurgent.substack.com/?utm_source=discover,Erin Smith,7 months ago,,,False
Culture,Scrivo di Podcast e non solo,https://scrivodipodcast.substack.com/?utm_source=discover,Fabio Crestale,7 months ago,,,False
Culture,The World of Tosh Berman,https://tosh.substack.com/?utm_source=discover,,a month ago,,,False
Culture,Illuminations by Samantha Rose Hill,https://samantharosehill.substack.com/?utm_source=discover,,9 months ago,,,False
Culture,CulinaryWoman,https://culinarywoman.substack.com/?utm_source=discover,Micheline Maynard,a year ago,,,False
Culture,Northern Natter's Newsletter,https://northernnatter.substack.com/?utm_source=discover,,4 months ago,,,False
Culture,The Chief Brief,https://chiefbrief.substack.com/?utm_source=discover,Maithreyi Seetharaman,6 months ago,,,False
Culture,We Can Fix It,https://wecanfixit.substack.com/?utm_source=discover,Kimberly Nicholas,5 months ago,,,False
Culture,Deliberate,https://readdeliberate.substack.com/?utm_source=discover,Bill Bell,2 months ago,,,False
Culture,Uncultured,https://news.unculture.ca/?utm_source=discover,Ariel,a year ago,,,False
Culture,Africa Podfest’s Newsy,https://africapodfest.substack.com/?utm_source=discover,africapodfest,5 months ago,,,False
Culture,afternoon dreams,https://himabatavia.substack.com/?utm_source=discover,Hima Batavia,7 months ago,,,False
Culture,can't relate,https://mariadelrusso.substack.com/?utm_source=discover,Maria Del Russo,8 months ago,,,False
Culture,The Watchlist,https://watchlist.substack.com/?utm_source=discover,JΔΣΞS Β,2 years ago,,,False
Culture,HEX Science,https://hexscience.substack.com/?utm_source=discover,Hex Science,9 months ago,,,False
Culture,The Trend Report™,https://1234kyle5678.substack.com/?utm_source=discover,Kyle Raymond Fitzpatrick,8 months ago,,,False
Culture,PostModernConservative,https://pomocon.substack.com/?utm_source=discover,,2 months ago,,,False
Culture,One Good Song,https://onegoodsong.substack.com/?utm_source=discover,Jamieson Cox,a year ago,,,False
Culture,Charleston Mercury Newsletter,https://charlestonmercury.substack.com/?utm_source=discover,,a year ago,,,False
Culture,The Daly Grind,https://johndalybooks.substack.com/?utm_source=discover,John A. Daly,8 months ago,,,False
Culture,The Power of Us,https://powerofus.substack.com/?utm_source=discover,Dominic Packer & Jay Van Bavel,2 months ago,,,False
Culture,Being Human with Doc Ayomide,https://join.docayomide.com/?utm_source=discover,,2 years ago,,,False
Culture,Left Align,https://leftalign.substack.com/?utm_source=discover,Kat Maddox,9 months ago,,,False
Culture,BLASTITUDE,https://blastitude.substack.com/?utm_source=discover,"Larry ""Fuzz-O"" Dolman",3 years ago,,,False
Culture,Show Me One Thing - by Funmi Oyatogun,https://www.showmeonething.com/?utm_source=discover,,9 months ago,,,False
Culture,Where's the Bathroom?,https://goodtripmag.substack.com/?utm_source=discover,Good Trip,5 months ago,,,False
Culture,Do One Better,https://doonebetter.substack.com/?utm_source=discover,,4 months ago,,,False
Culture,Back Row,https://amyodell.substack.com/?utm_source=discover,Amy Odell,18 days ago,,,False
Culture,Dadditude,https://dadditude.substack.com/?utm_source=discover,Paul Baron,4 months ago,,,False
Culture,Marcellus Maximus meint.,https://mrcllsmxms.substack.com/?utm_source=discover,MP,9 months ago,,,False
Culture,The Reliants Project,https://reliantsproject.substack.com/?utm_source=discover,Erica Young,a year ago,,,False
Culture,Mostly Useful,https://mostlyuseful.substack.com/?utm_source=discover,Joel,2 months ago,,,False
Culture,mom blog,https://momblog.substack.com/?utm_source=discover,Olivia,9 months ago,,,False
Culture,Curious and Messy,https://hyun.substack.com/?utm_source=discover,Hyun Kim,10 months ago,,,False
Culture,Young Adult Movie Ministry,https://yammpod.substack.com/?utm_source=discover,,2 years ago,,,False
Culture,Honing Her Craft,https://honinghercraft.substack.com/?utm_source=discover,Amelia Arvesen,10 months ago,,,False
Culture,Down-To-Earth by Jenna Matecki,https://downtoearth.substack.com/?utm_source=discover,,a year ago,,,False
Culture,I'll Be Right Back,https://illberightback.substack.com/?utm_source=discover,Laura Hazard Owen,3 years ago,,,False
Culture,Mister Brisbane,https://misterbrisbane.substack.com/?utm_source=discover,Brett,a year ago,,,False
Culture,The Town Cryer,https://thetowncryer.substack.com/?utm_source=discover,Brooke Finegold🌈,8 months ago,,,False
Culture,SLR,https://simonlincolnreader.substack.com/?utm_source=discover,Simon Lincoln Reader,10 months ago,,,False
Culture,FOREST,https://theforest.substack.com/?utm_source=discover,Jeff Gill,4 months ago,,,False
Culture,A Philosopher's Stone,https://aphilosophersstone.substack.com/?utm_source=discover,Brenden Weber,a year ago,,,False
Culture,The Funnies,https://thefunnies.substack.com/?utm_source=discover,,a year ago,,,False
Culture,baddie 5000's weekly top ten,https://baddie5000.substack.com/?utm_source=discover,baddie5000,a month ago,,,False
Culture,Precious Gems,https://preciousgems.substack.com/?utm_source=discover,Kimmy and Liza,4 months ago,,,False
Culture,The Mudsill,https://themudsill.substack.com/?utm_source=discover,L.D. Burnett,6 months ago,,,False
Culture,Nina Power,https://ninapower.substack.com/?utm_source=discover,,5 months ago,,,False
Culture,Elder Advice: Thinking Inside the Box,https://elderadvice.substack.com/?utm_source=discover,Tim Lowman,7 months ago,,,False
Culture,Chazzy's World,https://chazzysworld.substack.com/?utm_source=discover,Charlie Sosnick,a year ago,,,False
Culture,Emily Writes Back,https://emilywritesback.substack.com/?utm_source=discover,Emily Sanders Hopkins,2 years ago,,,False
Culture,Keep Calmish,https://keepcalmish.substack.com/?utm_source=discover,,8 months ago,,,False
Culture,Venti Vents,https://ventivents.substack.com/?utm_source=discover,Danny Murphy,3 months ago,,,False
Culture,Dear Twenty-Somethings,https://deartwentysomethings.substack.com/?utm_source=discover,Quinn Fish,4 months ago,,,False
Culture,Chief of Stuff,https://www.chiefofstuff.org/?utm_source=discover,Sarah Maxwell,3 months ago,,,False
Culture,Gilby’s Newsletter,https://gilby.substack.com/?utm_source=discover,Gil VM,8 months ago,,,False
Culture,Neonlogisms,https://neontaster.substack.com/?utm_source=discover,Noam Blum,a month ago,,,False
Culture,Southpaw Report,https://southpaw.substack.com/?utm_source=discover,,9 months ago,,,False
Culture,Krish Mohan's Weekly Comedy Bulletin,https://krishmohanhaha.substack.com/?utm_source=discover,,9 months ago,,,False
Culture,zebra culture by kojo baffoe,https://zebraculture.substack.com/?utm_source=discover,Kojo Baffoe,a year ago,,,False
Culture,Connectom,https://connectom.substack.com/?utm_source=discover,Thibaut,a year ago,,,False
Culture,Abernathy Road,https://abernathyroad.substack.com/?utm_source=discover,Gary Abernathy,7 months ago,,,False
Culture,Mis(s)conosciute - scrittrici tra parentesi,https://missconosciute.substack.com/?utm_source=discover,,3 months ago,,,False
Culture,Green Echoes,https://greenechoes.substack.com/?utm_source=discover,investigative.earth,2 years ago,,,False
Culture,Adapted From,https://adaptedfrom.substack.com/?utm_source=discover,Tracy Wan,10 months ago,,,False
Culture,The Overthinker's Guide To Sex,https://overthinkersguidetosex.substack.com/?utm_source=discover,Franki Cookney,a year ago,,,False
Culture,Culture & curiosity,https://jaspervisser.substack.com/?utm_source=discover,Jasper Visser,a year ago,,,False
Culture,CultureWag,https://culturewag.substack.com/?utm_source=discover,JD Heyman,a month ago,,,False
Culture,The Unraveling,https://jeremylittau.substack.com/?utm_source=discover,Jeremy Littau,4 months ago,,,False
Culture,MatriarchyReport,https://matriarchyreport.substack.com/?utm_source=discover,,4 months ago,,,False
Culture,Generally Weekly,https://generallyweekly.substack.com/?utm_source=discover,birdman,9 months ago,,,False
Culture,The Paradox Paper,https://stephaniehcochrane.substack.com/?utm_source=discover,Stephanie H Cochrane,4 months ago,,,False
Culture,Bottled Notes by Ace Libre,https://bottlednotes.substack.com/?utm_source=discover,,a year ago,,,False
Culture,Stay Hungry,https://lizhenry.substack.com/?utm_source=discover,Liz Henry,6 months ago,,,False
Culture,Sense of Place,https://senseofplace.substack.com/?utm_source=discover,Nurgul Yardim,2 months ago,,,False
Culture,The Secret History (and Future) of Home Economics,https://djd.substack.com/?utm_source=discover,Danielle Dreilinger,3 years ago,,,False
Culture,Neal Ungerleider's Context Collapse,https://nealungerleider.substack.com/?utm_source=discover,Neal U.,a year ago,,,False
Culture,Things I Saw This Week,https://thingsisawthisweek.substack.com/?utm_source=discover,Elle Perry,a year ago,,,False
Culture,RED Letter,https://rondavis.substack.com/?utm_source=discover,Ron Davis,7 months ago,,,False
Culture,Long Voyage Home,https://longvoyage.substack.com/?utm_source=discover,Adam Cook,9 months ago,,,False
Culture,hey howie,https://madelinehoward.substack.com/?utm_source=discover,Madeline Howard,6 months ago,,,False
Culture,One Last Thing and Then I Swear to God I'll Shut Up About This Forever,https://onelastthing.substack.com/?utm_source=discover,Liz Raben,a year ago,,,False
Culture,Cappuccino,https://cappuccino.substack.com/?utm_source=discover,Stacey Eskelin,a month ago,,,False
Culture,Just About Glad,https://alisonstevenson.substack.com/?utm_source=discover,Alison Stevenson,5 months ago,,,False
Culture,Women's Voices,https://genevievegluck.substack.com/?utm_source=discover,Genevieve Gluck,2 months ago,,,False
Culture,Jen the Libertarian,https://jenmonroe.substack.com/?utm_source=discover,Jen Monroe,2 years ago,,,False
Culture,Delighter,https://delighter.substack.com/?utm_source=discover,Emily Morris,7 months ago,,,False
Culture,This Week-ish with ElisaCP,https://elisacp.substack.com/?utm_source=discover,Elisa Camahort Page,7 months ago,,,False
Culture,Eclectic Spacewalk,https://eclecticspacewalk.substack.com/?utm_source=discover,Nicholas McCay,2 years ago,,,False
Culture,MojoMint by May Pang,https://maypang.substack.com/?utm_source=discover,,4 months ago,,,False
Culture,Transitions,https://joeysims.substack.com/?utm_source=discover,Joey Sims,10 months ago,,,False
Culture,Booked,https://sheilacallahan.substack.com/?utm_source=discover,Sheila Callahan,17 days ago,,,False
Culture,"Well, anyway...",https://mackenziekoppa.substack.com/?utm_source=discover,MacKenzie Koppa,a year ago,,,False
Culture,légumes all day,https://legumesallday.substack.com/?utm_source=discover,Ria,8 months ago,,,False
Culture,habibti please,https://habibtiplease.substack.com/?utm_source=discover,nashwa lina khan,8 months ago,,,False
Culture,But What For?,https://newsletter.butwhatfor.com/?utm_source=discover,,a year ago,,,False
Culture,The Culture Worm,https://thecultureworm.substack.com/?utm_source=discover,Teodora Agarici,2 months ago,,,False
Culture,Ye Olde Tyme News,https://yotn.substack.com/?utm_source=discover,,4 months ago,,,False
Culture,No Content For Old Men,https://mattcraig.substack.com/?utm_source=discover,Matt Craig,4 months ago,,,False
Culture,Thus Spake Daniel Kalder,https://danielkalder.substack.com/?utm_source=discover,,a month ago,,,False
Culture,Kellie's Newsletter,https://kellie.substack.com/?utm_source=discover,Kellie Spano,6 months ago,,,False
Culture,Tattva,https://tattva.substack.com/?utm_source=discover,Sarayu Pani,8 months ago,,,False
Culture,Skipped History,https://skippedhistory.substack.com/?utm_source=discover,Ben Tumin,a year ago,,,False
Culture,Relevant Randomness,https://relevantrandomness.substack.com/?utm_source=discover,,8 months ago,,,False
Culture,agnuse,https://agnuse.substack.com/?utm_source=discover,aggy,a year ago,,,False
Culture,The Biochemistry Of Human Health,https://thethinkingscientist.substack.com/?utm_source=discover,Dr Joel Yong,6 months ago,,,False
Culture,Selected Works,https://selectedworks.substack.com/?utm_source=discover,Martyn Pepperell,9 months ago,,,False
Culture,The Q,https://quarantinecontent.substack.com/?utm_source=discover,,a year ago,,,False
Culture,oh very much so,https://ohverymuchso.substack.com/?utm_source=discover,Julia Oliphant,6 months ago,,,False
Culture,Politically Invisible Asians,https://politicallyinvisible.substack.com/?utm_source=discover,,4 months ago,,,False
Culture,NicNews,https://nicolasdidomizio.substack.com/?utm_source=discover,Nicolas DiDomizio,a year ago,,,False
